LATITUDE,LONGITUDE,HOUR,DAYOFWEEK,MONTH,BLOCK CODE,LOCATION CODE, PRIMARY DESCRIPTION
41.75044617,-87.60273346,0,0,1,24944,17,CRIMINAL DAMAGE
41.89448462,-87.71384528,0,0,1,3258,112,CRIMINAL DAMAGE
41.85071995,-87.69541649,0,0,1,9476,17,CRIMINAL DAMAGE
41.74526315,-87.72177515,1,2,7,25299,103,CRIMINAL DAMAGE
41.93186624,-87.76748141,0,0,1,11716,116,CRIMINAL DAMAGE
41.81212249,-87.61554665,0,4,8,1889,99,CRIMINAL DAMAGE
41.9862388,-87.65391062,0,0,1,20592,92,CRIMINAL DAMAGE
41.89263132,-87.6182857,0,0,1,1498,94,CRIMINAL DAMAGE
41.70146892,-87.60627625,0,0,1,27519,116,CRIMINAL DAMAGE
41.74630841,-87.70795022,20,3,7,13941,94,CRIMINAL DAMAGE
41.97566094,-87.71629915,0,0,1,14289,116,CRIMINAL DAMAGE
41.83796673,-87.61710009,7,2,5,12821,116,CRIMINAL DAMAGE
41.86747631,-87.69837427,0,0,1,4926,17,CRIMINAL DAMAGE
41.88286097,-87.69993691,0,0,1,12316,17,CRIMINAL DAMAGE
41.88620813,-87.6162567,13,3,3,1170,94,CRIMINAL DAMAGE
41.74209568,-87.55636597,0,0,1,25610,99,CRIMINAL DAMAGE
41.83946476,-87.62323391,9,5,9,12499,116,CRIMINAL DAMAGE
41.76733075,-87.57878854,0,0,1,23591,99,CRIMINAL DAMAGE
41.88051118,-87.74413938,17,2,3,17759,47,CRIMINAL DAMAGE
41.65500366,-87.61398586,0,0,1,1407,99,CRIMINAL DAMAGE
41.92417813,-87.6994292,14,5,8,9795,24,CRIMINAL DAMAGE
41.78041566,-87.60560879,6,6,5,3571,91,CRIMINAL DAMAGE
41.86449368,-87.639158,0,0,1,5729,94,CRIMINAL DAMAGE
41.8012901,-87.66784261,6,6,12,7568,17,CRIMINAL DAMAGE
41.96574191,-87.66552349,0,0,1,17278,116,CRIMINAL DAMAGE
41.73627743,-87.62510451,8,3,3,419,56,CRIMINAL DAMAGE
41.89801308,-87.71883601,0,0,1,4085,116,CRIMINAL DAMAGE
41.87124306,-87.73024309,0,0,1,3307,116,CRIMINAL DAMAGE
41.87797318,-87.64504518,0,0,1,3485,99,CRIMINAL DAMAGE
41.86384789,-87.69333663,13,1,7,5785,99,CRIMINAL DAMAGE
41.92425496,-87.6669558,8,5,9,9725,100,CRIMINAL DAMAGE
41.94002054,-87.64555449,0,0,1,3006,83,CRIMINAL DAMAGE
41.95892752,-87.65467142,18,3,6,16274,40,CRIMINAL DAMAGE
41.89918206,-87.70764362,19,6,2,13287,116,CRIMINAL DAMAGE
41.77676364,-87.69577597,0,0,1,22541,116,CRIMINAL DAMAGE
41.83010968,-87.61005838,0,5,9,14136,116,CRIMINAL DAMAGE
41.70200444,-87.53165474,20,1,6,27475,99,CRIMINAL DAMAGE
41.8962115,-87.70992785,0,0,1,3624,116,CRIMINAL DAMAGE
41.94057203,-87.65290703,18,3,5,13159,116,CRIMINAL DAMAGE
41.69568242,-87.61345587,22,2,10,27747,99,CRIMINAL DAMAGE
41.69986407,-87.62393328,1,5,12,346,116,CRIMINAL DAMAGE
41.72785143,-87.65310854,0,0,1,26373,99,CRIMINAL DAMAGE
41.7885061,-87.62230782,8,2,7,20996,116,CRIMINAL DAMAGE
41.84617442,-87.70018881,8,5,12,10640,116,CRIMINAL DAMAGE
41.83781268,-87.72923965,21,3,10,12483,116,CRIMINAL DAMAGE
41.80863119,-87.5968128,1,3,5,17696,116,CRIMINAL DAMAGE
41.8605599,-87.61793463,14,5,8,6660,112,CRIMINAL DAMAGE
41.91117169,-87.65312017,14,2,3,7039,59,CRIMINAL DAMAGE
41.76634601,-87.65778991,0,0,1,23587,99,CRIMINAL DAMAGE
41.87872672,-87.67816231,0,0,1,8765,17,CRIMINAL DAMAGE
41.73516241,-87.70368375,8,2,9,13278,45,CRIMINAL DAMAGE
41.72630901,-87.6130115,7,1,7,26404,99,CRIMINAL DAMAGE
41.75546896,-87.55763037,0,0,1,11231,116,CRIMINAL DAMAGE
41.74998383,-87.64886946,0,0,1,25003,17,CRIMINAL DAMAGE
41.7733225,-87.58734072,0,0,1,6477,116,CRIMINAL DAMAGE
41.87088517,-87.72534491,0,0,1,3766,116,CRIMINAL DAMAGE
41.88321046,-87.63435042,0,0,1,1386,94,CRIMINAL DAMAGE
41.74350386,-87.60501807,0,0,1,25495,87,CRIMINAL DAMAGE
41.75245806,-87.60278394,0,0,1,24807,102,CRIMINAL DAMAGE
41.93980393,-87.71864444,0,0,1,13106,100,CRIMINAL DAMAGE
42.00718446,-87.66783872,0,0,1,23391,17,CRIMINAL DAMAGE
41.78833867,-87.62230234,11,1,7,20996,17,CRIMINAL DAMAGE
41.98924362,-87.66511973,8,4,6,21155,110,CRIMINAL DAMAGE
41.7580125,-87.60537449,0,0,1,24394,116,CRIMINAL DAMAGE
41.79296087,-87.6184558,0,0,1,1439,17,CRIMINAL DAMAGE
41.75097059,-87.70485959,0,0,1,24878,116,CRIMINAL DAMAGE
41.79190404,-87.62239128,0,0,1,20429,17,CRIMINAL DAMAGE
41.65492995,-87.60230265,23,4,4,28647,116,CRIMINAL DAMAGE
41.93164586,-87.80652347,0,0,1,11653,17,CRIMINAL DAMAGE
41.78367151,-87.60275971,17,0,4,21764,17,CRIMINAL DAMAGE
41.97729396,-87.65784152,0,0,1,19117,101,CRIMINAL DAMAGE
41.75706449,-87.63841476,10,5,1,24442,99,CRIMINAL DAMAGE
41.80504823,-87.61386874,14,3,6,18280,99,CRIMINAL DAMAGE
41.6871233,-87.62412086,0,0,1,360,17,CRIMINAL DAMAGE
41.74568741,-87.61183119,0,0,1,2330,17,CRIMINAL DAMAGE
41.88276424,-87.76984646,20,3,11,711,17,CRIMINAL DAMAGE
41.91042188,-87.68091329,18,4,10,9276,108,CRIMINAL DAMAGE
41.80204263,-87.59346636,0,0,1,18828,126,CRIMINAL DAMAGE
41.92122265,-87.73156949,0,0,1,9391,116,CRIMINAL DAMAGE
41.79468489,-87.7529133,0,0,1,19266,99,CRIMINAL DAMAGE
41.8863035,-87.71476531,13,3,5,14293,116,CRIMINAL DAMAGE
41.70836546,-87.61501369,0,0,1,27170,116,CRIMINAL DAMAGE
41.91845131,-87.68136428,21,2,1,9270,116,CRIMINAL DAMAGE
41.97954188,-87.90072219,0,0,1,474,6,CRIMINAL DAMAGE
41.93814394,-87.71613537,22,5,7,12711,116,CRIMINAL DAMAGE
41.79998861,-87.72825639,12,0,10,18826,116,CRIMINAL DAMAGE
41.77342244,-87.6604065,0,0,1,22909,116,CRIMINAL DAMAGE
41.73752998,-87.60120545,12,2,10,25875,116,CRIMINAL DAMAGE
41.80951902,-87.60738495,18,4,6,3124,103,CRIMINAL DAMAGE
41.75001884,-87.55845091,10,5,7,11234,17,CRIMINAL DAMAGE
41.89232895,-87.71256227,19,3,6,2847,116,CRIMINAL DAMAGE
41.70502623,-87.6506795,0,0,1,4977,99,CRIMINAL DAMAGE
41.77761198,-87.74469356,0,0,1,22322,100,CRIMINAL DAMAGE
41.75250934,-87.61132968,1,1,12,24870,116,CRIMINAL DAMAGE
41.79778368,-87.64928524,22,1,8,4230,116,CRIMINAL DAMAGE
41.7790887,-87.65935003,0,0,1,22331,56,CRIMINAL DAMAGE
41.80694965,-87.61952905,0,0,1,17963,116,CRIMINAL DAMAGE
41.77026897,-87.62342571,0,0,1,23343,100,CRIMINAL DAMAGE
41.79400234,-87.64199845,0,0,1,3030,120,CRIMINAL DAMAGE
41.792191,-87.7317071,22,4,2,20110,100,CRIMINAL DAMAGE
42.02252937,-87.66632439,3,5,8,24640,116,CRIMINAL DAMAGE
41.96528242,-87.71938134,0,0,1,17325,15,CRIMINAL DAMAGE
41.71860003,-87.53649228,0,0,1,26795,99,CRIMINAL DAMAGE
41.78322889,-87.61569667,22,0,6,21747,116,CRIMINAL DAMAGE
41.92532964,-87.6564534,0,0,1,5086,69,CRIMINAL DAMAGE
41.97833522,-87.84033446,0,5,5,25832,99,CRIMINAL DAMAGE
41.85788909,-87.66050916,19,6,11,5813,17,CRIMINAL DAMAGE
41.80621173,-87.65397116,0,0,1,17959,94,CRIMINAL DAMAGE
41.76346739,-87.56767992,0,0,1,23980,116,CRIMINAL DAMAGE
41.91564688,-87.70002801,0,0,1,12230,116,CRIMINAL DAMAGE
41.71318164,-87.66126595,4,4,7,26964,116,CRIMINAL DAMAGE
41.91363193,-87.76437262,0,0,1,7828,116,CRIMINAL DAMAGE
41.88143359,-87.76158107,0,0,1,223,17,CRIMINAL DAMAGE
41.80950444,-87.60855156,0,0,1,3124,116,CRIMINAL DAMAGE
41.79293619,-87.74900892,0,0,1,18597,6,CRIMINAL DAMAGE
41.83378359,-87.64983409,0,0,1,4212,108,CRIMINAL DAMAGE
41.86097312,-87.65019438,0,0,1,4200,38,CRIMINAL DAMAGE
41.85812658,-87.72368909,0,0,1,7078,101,CRIMINAL DAMAGE
41.87742729,-87.69694653,0,0,1,11926,17,CRIMINAL DAMAGE
41.74742289,-87.55888155,17,6,8,25280,99,CRIMINAL DAMAGE
41.73923615,-87.60974529,0,0,1,25807,116,CRIMINAL DAMAGE
41.85819149,-87.718876,0,0,1,7103,116,CRIMINAL DAMAGE
41.93709581,-87.65954125,0,0,1,5528,116,CRIMINAL DAMAGE
41.73587165,-87.65751947,0,0,1,5860,117,CRIMINAL DAMAGE
41.7099796,-87.65575811,0,0,1,27157,116,CRIMINAL DAMAGE
41.72587041,-87.66156966,4,0,5,26440,17,CRIMINAL DAMAGE
41.91078539,-87.72513909,0,0,1,6956,99,CRIMINAL DAMAGE
41.79289621,-87.75194665,16,3,1,18934,116,CRIMINAL DAMAGE
41.77447837,-87.59293638,0,0,1,22946,116,CRIMINAL DAMAGE
42.00483134,-87.66571456,18,4,11,23057,116,CRIMINAL DAMAGE
41.81173433,-87.66870292,15,6,7,17115,99,CRIMINAL DAMAGE
41.89167877,-87.62755165,0,0,1,130,94,CRIMINAL DAMAGE
41.7495417,-87.56013504,0,0,1,25164,126,CRIMINAL DAMAGE
41.77691653,-87.70309219,19,3,12,22557,116,CRIMINAL DAMAGE
42.00631658,-87.68692148,0,3,2,9614,89,CRIMINAL DAMAGE
41.71328942,-87.7131343,0,0,1,14617,87,CRIMINAL DAMAGE
42.01693421,-87.68165099,0,0,1,24241,116,CRIMINAL DAMAGE
41.86452563,-87.70978419,19,0,11,13546,45,CRIMINAL DAMAGE
41.8580265,-87.69318911,0,0,1,7527,116,CRIMINAL DAMAGE
41.66261287,-87.64384486,0,0,1,28534,99,CRIMINAL DAMAGE
41.94107882,-87.75431485,0,0,1,13430,17,CRIMINAL DAMAGE
41.85591651,-87.67003697,17,2,5,7551,17,CRIMINAL DAMAGE
41.84889197,-87.69536125,0,0,1,9844,94,CRIMINAL DAMAGE
41.74358586,-87.56003062,0,0,1,25567,116,CRIMINAL DAMAGE
41.8543267,-87.73062227,3,6,6,16392,102,CRIMINAL DAMAGE
41.78314936,-87.63756486,0,0,1,21815,116,CRIMINAL DAMAGE
41.90520823,-87.62583039,0,0,1,5280,116,CRIMINAL DAMAGE
42.01284319,-87.66269069,0,0,1,5556,92,CRIMINAL DAMAGE
41.74695235,-87.7366663,0,0,1,25124,99,CRIMINAL DAMAGE
41.73472551,-87.56838043,13,5,12,26064,116,CRIMINAL DAMAGE
41.78106269,-87.68525105,17,1,1,10319,116,CRIMINAL DAMAGE
41.86546831,-87.77343833,0,0,1,21374,116,CRIMINAL DAMAGE
41.87155356,-87.63355586,3,0,9,3775,116,CRIMINAL DAMAGE
41.6923083,-87.64641667,10,0,10,4189,99,CRIMINAL DAMAGE
41.97416014,-87.84649705,0,0,1,19045,116,CRIMINAL DAMAGE
41.73547421,-87.62257796,0,0,1,26031,116,CRIMINAL DAMAGE
41.88008194,-87.67233922,0,0,1,8095,116,CRIMINAL DAMAGE
41.88922618,-87.64990813,0,0,1,2032,116,CRIMINAL DAMAGE
41.76027162,-87.67219941,18,5,5,24186,116,CRIMINAL DAMAGE
41.98595276,-87.69196064,0,0,1,20569,116,CRIMINAL DAMAGE
41.96850875,-87.76505023,0,0,1,17841,94,CRIMINAL DAMAGE
41.78218274,-87.73331493,1,6,6,16914,116,CRIMINAL DAMAGE
41.93732961,-87.77131432,11,6,12,12755,99,CRIMINAL DAMAGE
41.85472587,-87.69184186,0,0,1,11134,116,CRIMINAL DAMAGE
41.87974704,-87.774643,10,3,1,256,94,CRIMINAL DAMAGE
41.73875575,-87.58403292,0,0,1,6915,99,CRIMINAL DAMAGE
41.65669771,-87.61061138,0,0,1,28621,99,CRIMINAL DAMAGE
41.87693351,-87.72069769,0,0,1,1622,116,CRIMINAL DAMAGE
41.90019963,-87.73115348,0,0,1,4467,116,CRIMINAL DAMAGE
41.82971567,-87.67648647,13,2,1,14172,99,CRIMINAL DAMAGE
41.67739227,-87.62864598,0,0,1,28347,99,CRIMINAL DAMAGE
41.78629171,-87.66438601,0,0,1,21211,69,CRIMINAL DAMAGE
42.00659738,-87.67118938,0,0,1,7246,17,CRIMINAL DAMAGE
41.9574878,-87.71356636,17,2,10,13930,15,CRIMINAL DAMAGE
41.98646096,-87.6552839,0,0,1,20635,17,CRIMINAL DAMAGE
41.78258242,-87.70489931,0,0,1,13256,116,CRIMINAL DAMAGE
41.87797318,-87.64504518,6,3,6,3485,116,CRIMINAL DAMAGE
41.82768191,-87.66549631,0,0,1,14486,89,CRIMINAL DAMAGE
41.90352381,-87.66674162,17,6,2,5263,116,CRIMINAL DAMAGE
41.67519655,-87.63219491,0,0,1,28372,17,CRIMINAL DAMAGE
41.75322711,-87.67079111,0,0,1,24748,116,CRIMINAL DAMAGE
41.74195558,-87.56000621,0,0,1,25681,116,CRIMINAL DAMAGE
41.74532025,-87.54548783,12,5,12,25355,99,CRIMINAL DAMAGE
41.87725862,-87.71225281,12,6,6,13971,116,CRIMINAL DAMAGE
41.77189917,-87.62834205,0,0,1,23159,99,CRIMINAL DAMAGE
41.87644022,-87.74926968,0,0,1,1639,126,CRIMINAL DAMAGE
41.68415633,-87.67240443,0,0,1,28148,94,CRIMINAL DAMAGE
41.79546359,-87.65976892,8,5,6,19838,116,CRIMINAL DAMAGE
41.9006656,-87.73736061,10,5,8,16982,17,CRIMINAL DAMAGE
41.89794825,-87.7200561,0,0,1,4110,17,CRIMINAL DAMAGE
41.75985173,-87.70145957,9,3,2,24177,116,CRIMINAL DAMAGE
41.79095329,-87.70104054,0,0,1,20361,17,CRIMINAL DAMAGE
41.99636609,-87.68984012,0,0,1,22254,116,CRIMINAL DAMAGE
41.93872052,-87.75520359,0,0,1,18947,94,CRIMINAL DAMAGE
41.86989965,-87.71858031,21,5,5,14952,17,CRIMINAL DAMAGE
41.88171096,-87.75341165,0,0,1,19021,116,CRIMINAL DAMAGE
41.88225489,-87.763946,0,0,1,20270,17,CRIMINAL DAMAGE
41.89461303,-87.71018948,0,0,1,3192,116,CRIMINAL DAMAGE
41.89102231,-87.6627141,21,3,8,6374,112,CRIMINAL DAMAGE
41.7044172,-87.62442522,0,0,1,343,116,CRIMINAL DAMAGE
41.77361821,-87.64070699,0,0,1,22960,15,CRIMINAL DAMAGE
41.85389798,-87.65011918,0,0,1,4206,116,CRIMINAL DAMAGE
41.73308706,-87.56589757,17,4,11,26214,116,CRIMINAL DAMAGE
41.70174792,-87.56398529,0,0,1,27560,17,CRIMINAL DAMAGE
41.8808427,-87.68642136,3,1,10,337,45,CRIMINAL DAMAGE
41.77151693,-87.58525742,0,0,4,6894,116,CRIMINAL DAMAGE
41.95371488,-87.72337088,0,0,1,15320,17,CRIMINAL DAMAGE
41.6958502,-87.60914797,9,2,10,27744,40,CRIMINAL DAMAGE
41.85219833,-87.6743772,10,6,10,8413,62,CRIMINAL DAMAGE
42.00349076,-87.66452917,0,0,1,5966,126,CRIMINAL DAMAGE
41.87596021,-87.62762549,18,0,2,2099,116,CRIMINAL DAMAGE
41.88945317,-87.62799483,0,0,1,2043,94,CRIMINAL DAMAGE
41.75493042,-87.55997508,14,4,9,24726,94,CRIMINAL DAMAGE
41.83601079,-87.62651966,6,0,10,13212,116,CRIMINAL DAMAGE
41.79627289,-87.58902196,0,0,1,19804,116,CRIMINAL DAMAGE
41.84988561,-87.69293627,0,0,1,9892,116,CRIMINAL DAMAGE
41.90023166,-87.67594795,2,5,8,4525,116,CRIMINAL DAMAGE
41.79097554,-87.69860543,4,1,10,20459,15,CRIMINAL DAMAGE
41.74857199,-87.60146844,0,0,1,25111,17,CRIMINAL DAMAGE
41.72965917,-87.6543717,0,0,1,26244,116,CRIMINAL DAMAGE
41.8709931,-87.70211384,0,0,1,12654,116,CRIMINAL DAMAGE
41.94175216,-87.65339069,18,3,11,4358,116,CRIMINAL DAMAGE
41.94556028,-87.70728224,0,0,1,14040,17,CRIMINAL DAMAGE
41.72630547,-87.65064112,0,0,1,26393,116,CRIMINAL DAMAGE
41.75304485,-87.55993908,0,0,1,24872,17,CRIMINAL DAMAGE
41.74807055,-87.73059842,22,0,10,24982,116,CRIMINAL DAMAGE
41.73476927,-87.60857538,0,0,1,2746,116,CRIMINAL DAMAGE
41.85143649,-87.63327599,0,0,1,1330,17,CRIMINAL DAMAGE
41.78559082,-87.6217277,0,0,1,578,101,CRIMINAL DAMAGE
41.83367614,-87.61294276,0,0,1,2290,116,CRIMINAL DAMAGE
42.01205247,-87.70031261,0,0,1,11965,51,CRIMINAL DAMAGE
41.85423283,-87.66222862,16,2,1,6257,116,CRIMINAL DAMAGE
41.78195413,-87.68371315,19,1,11,21850,45,CRIMINAL DAMAGE
41.68879614,-87.70102773,7,0,12,13225,116,CRIMINAL DAMAGE
41.93916759,-87.72127117,22,6,12,14957,116,CRIMINAL DAMAGE
41.74877662,-87.60516736,0,0,1,25082,101,CRIMINAL DAMAGE
41.89404577,-87.74681374,0,3,11,18091,102,CRIMINAL DAMAGE
42.01939924,-87.67504949,1,5,4,7673,72,CRIMINAL DAMAGE
41.72086202,-87.62057051,0,0,1,26687,116,CRIMINAL DAMAGE
41.65483582,-87.59487542,0,0,1,28654,116,CRIMINAL DAMAGE
41.6957681,-87.61223927,0,0,1,27785,17,CRIMINAL DAMAGE
41.78571401,-87.61506395,0,0,1,1900,113,CRIMINAL DAMAGE
41.76292688,-87.61398394,8,3,4,24011,17,CRIMINAL DAMAGE
41.95404457,-87.68634337,0,0,1,10019,94,CRIMINAL DAMAGE
41.89562292,-87.65591504,0,0,1,3230,116,CRIMINAL DAMAGE
41.9012802,-87.73364852,18,4,4,4855,17,CRIMINAL DAMAGE
41.78319861,-87.61086449,0,0,1,21835,99,CRIMINAL DAMAGE
41.86697034,-87.65825888,0,2,10,5541,15,CRIMINAL DAMAGE
41.91606176,-87.74233181,0,0,1,17476,71,CRIMINAL DAMAGE
41.97205995,-87.65770192,0,0,1,18204,17,CRIMINAL DAMAGE
41.69495509,-87.53769593,0,0,1,27803,126,CRIMINAL DAMAGE
41.93352905,-87.6466937,0,0,1,11713,116,CRIMINAL DAMAGE
41.92750652,-87.66218513,0,0,1,10592,116,CRIMINAL DAMAGE
41.87279283,-87.70452311,16,3,10,12966,96,CRIMINAL DAMAGE
41.84728777,-87.71975843,22,3,6,10229,102,CRIMINAL DAMAGE
41.72433049,-87.63843425,0,0,1,26572,99,CRIMINAL DAMAGE
41.76152693,-87.60912104,19,0,9,24100,17,CRIMINAL DAMAGE
41.74977351,-87.64765503,0,0,1,25025,102,CRIMINAL DAMAGE
41.87007716,-87.6583143,0,0,1,4163,17,CRIMINAL DAMAGE
41.87704733,-87.72871241,0,0,1,16169,17,CRIMINAL DAMAGE
41.69541778,-87.64369233,3,1,7,27756,99,CRIMINAL DAMAGE
41.96490678,-87.72304352,9,1,10,17285,116,CRIMINAL DAMAGE
41.75075937,-87.63591014,0,0,1,2181,116,CRIMINAL DAMAGE
41.78175682,-87.60721788,0,0,1,22023,17,CRIMINAL DAMAGE
41.71445878,-87.56099885,0,0,1,26980,116,CRIMINAL DAMAGE
41.88184629,-87.64201078,0,0,1,2637,94,CRIMINAL DAMAGE
41.77139511,-87.65307027,1,2,7,23148,116,CRIMINAL DAMAGE
41.86634297,-87.62161855,1,2,8,5333,94,CRIMINAL DAMAGE
41.98919169,-87.70299998,0,0,1,21193,15,CRIMINAL DAMAGE
41.73673288,-87.56364117,0,0,1,25980,116,CRIMINAL DAMAGE
41.91904867,-87.72211382,0,0,1,15300,116,CRIMINAL DAMAGE
41.89097628,-87.66753686,0,0,1,7256,45,CRIMINAL DAMAGE
41.87683815,-87.63432072,0,0,1,1382,17,CRIMINAL DAMAGE
41.80089448,-87.59929265,21,5,9,4777,17,CRIMINAL DAMAGE
41.66833159,-87.63557807,21,3,11,28475,116,CRIMINAL DAMAGE
41.77658914,-87.67505278,5,1,10,22611,99,CRIMINAL DAMAGE
41.78514134,-87.59145338,0,0,1,21484,116,CRIMINAL DAMAGE
41.86371153,-87.73366564,0,0,1,5752,17,CRIMINAL DAMAGE
41.81673392,-87.61133512,0,0,1,2709,17,CRIMINAL DAMAGE
41.81058844,-87.61818647,0,0,1,17351,61,CRIMINAL DAMAGE
41.73149773,-87.65807457,0,0,1,26185,116,CRIMINAL DAMAGE
41.86850295,-87.64370024,0,0,1,4925,94,CRIMINAL DAMAGE
41.9041369,-87.74907609,0,0,1,18373,116,CRIMINAL DAMAGE
41.72106472,-87.67334138,0,0,1,8763,126,CRIMINAL DAMAGE
41.75619502,-87.58097506,0,0,1,24528,116,CRIMINAL DAMAGE
41.67518918,-87.63098705,0,0,12,28355,116,CRIMINAL DAMAGE
41.95719489,-87.78548192,0,0,1,16260,99,CRIMINAL DAMAGE
41.89286063,-87.77102853,20,0,3,21100,100,CRIMINAL DAMAGE
41.91547436,-87.68533691,0,0,1,7837,99,CRIMINAL DAMAGE
41.77615893,-87.72391606,0,0,1,22566,99,CRIMINAL DAMAGE
41.9933393,-87.65691409,0,0,1,21677,15,CRIMINAL DAMAGE
41.88576297,-87.7209255,9,2,9,1537,61,CRIMINAL DAMAGE
41.77488807,-87.78485849,1,6,11,22833,116,CRIMINAL DAMAGE
41.96316268,-87.75128744,0,0,1,17040,15,CRIMINAL DAMAGE
41.73423437,-87.58929168,0,0,1,26066,116,CRIMINAL DAMAGE
41.92241872,-87.69836998,0,0,1,11936,15,CRIMINAL DAMAGE
41.90048458,-87.69846244,0,0,1,11893,101,CRIMINAL DAMAGE
41.70274041,-87.61120193,0,0,1,27406,99,CRIMINAL DAMAGE
41.89598781,-87.72243293,0,0,1,3616,17,CRIMINAL DAMAGE
41.75180748,-87.64041013,0,0,1,24849,116,CRIMINAL DAMAGE
41.94328746,-87.67288507,1,5,2,7715,99,CRIMINAL DAMAGE
41.88185828,-87.7240915,15,1,4,15665,38,CRIMINAL DAMAGE
41.96695354,-87.69619603,0,0,1,17594,17,CRIMINAL DAMAGE
41.78404497,-87.66311506,4,2,8,21503,116,CRIMINAL DAMAGE
41.70068642,-87.63137613,6,3,1,1688,61,CRIMINAL DAMAGE
41.95349771,-87.64790582,18,2,9,15450,17,CRIMINAL DAMAGE
41.87706571,-87.76843142,0,0,1,20821,92,CRIMINAL DAMAGE
41.72162565,-87.57898283,0,0,1,26657,116,CRIMINAL DAMAGE
41.67308746,-87.6203621,0,0,1,28397,112,CRIMINAL DAMAGE
41.76429133,-87.58023536,0,0,1,7753,116,CRIMINAL DAMAGE
41.93143442,-87.68673361,14,4,9,11264,113,CRIMINAL DAMAGE
41.89487874,-87.64293173,0,0,1,3217,94,CRIMINAL DAMAGE
41.87762027,-87.75089662,0,0,1,18673,17,CRIMINAL DAMAGE
41.78693156,-87.62064584,0,0,1,21236,17,CRIMINAL DAMAGE
41.76814655,-87.657837,9,0,11,23419,99,CRIMINAL DAMAGE
41.89008457,-87.70506972,0,0,1,12968,17,CRIMINAL DAMAGE
41.7942197,-87.65173615,2,2,2,4708,116,CRIMINAL DAMAGE
41.77716151,-87.70222823,10,5,12,12919,17,CRIMINAL DAMAGE
41.76132618,-87.66004175,22,2,1,6290,99,CRIMINAL DAMAGE
41.73071265,-87.58158389,10,2,8,26286,116,CRIMINAL DAMAGE
41.92190187,-87.6957258,0,0,1,9432,112,CRIMINAL DAMAGE
41.78377804,-87.68498538,0,0,1,21470,116,CRIMINAL DAMAGE
41.75656194,-87.56632532,1,2,7,24611,17,CRIMINAL DAMAGE
41.8977942,-87.65322909,11,3,9,3691,116,CRIMINAL DAMAGE
41.70648608,-87.60809843,0,0,1,2684,17,CRIMINAL DAMAGE
41.86345676,-87.65252114,0,0,1,4611,17,CRIMINAL DAMAGE
41.77460712,-87.68216322,0,0,1,22736,99,CRIMINAL DAMAGE
41.73585412,-87.65873972,0,0,1,6303,94,CRIMINAL DAMAGE
41.7113196,-87.62360591,2,3,5,27074,99,CRIMINAL DAMAGE
41.89925755,-87.75447609,18,6,10,4484,116,CRIMINAL DAMAGE
41.9623987,-87.64632499,16,1,9,16764,116,CRIMINAL DAMAGE
41.88177682,-87.62076795,0,0,1,267,94,CRIMINAL DAMAGE
41.95978282,-87.66811525,0,0,1,6790,116,CRIMINAL DAMAGE
41.75110318,-87.56258266,2,1,4,24979,116,CRIMINAL DAMAGE
41.88194442,-87.63419529,20,5,11,1361,94,CRIMINAL DAMAGE
41.81746057,-87.68776399,22,6,6,10682,15,CRIMINAL DAMAGE
42.00718446,-87.66783872,0,0,1,23391,17,CRIMINAL DAMAGE
41.8916071,-87.67317899,0,0,1,8115,99,CRIMINAL DAMAGE
41.89430185,-87.72482904,15,6,8,3206,99,CRIMINAL DAMAGE
41.77268139,-87.63194444,0,0,1,1362,94,CRIMINAL DAMAGE
41.90319518,-87.7522328,16,6,11,18622,99,CRIMINAL DAMAGE
41.76984813,-87.57226327,0,0,1,8908,17,CRIMINAL DAMAGE
42.01682118,-87.66816513,0,0,1,24224,116,CRIMINAL DAMAGE
41.90800314,-87.76707502,0,0,1,6601,99,CRIMINAL DAMAGE
41.92432699,-87.73959511,22,3,2,17221,116,CRIMINAL DAMAGE
41.98180323,-87.70882882,0,0,1,20012,99,CRIMINAL DAMAGE
41.88031717,-87.69995836,0,0,1,12283,99,CRIMINAL DAMAGE
41.88240718,-87.686468,0,0,1,250,69,CRIMINAL DAMAGE
41.67145342,-87.63809186,0,0,1,28430,17,CRIMINAL DAMAGE
41.83368122,-87.61243999,0,0,1,2290,116,CRIMINAL DAMAGE
41.78451633,-87.69776715,0,0,1,12183,116,CRIMINAL DAMAGE
41.77688802,-87.71859683,17,5,7,15243,15,CRIMINAL DAMAGE
41.67724605,-87.63707412,0,0,1,28345,99,CRIMINAL DAMAGE
41.78282724,-87.62215791,0,0,1,21802,116,CRIMINAL DAMAGE
41.80351076,-87.74059813,0,0,1,18243,99,CRIMINAL DAMAGE
41.77482977,-87.67500478,17,5,8,22804,116,CRIMINAL DAMAGE
41.83756839,-87.647148,0,0,1,12826,99,CRIMINAL DAMAGE
41.81722902,-87.63730615,0,0,1,2155,0,CRIMINAL DAMAGE
41.74218534,-87.600504,0,0,1,4021,116,CRIMINAL DAMAGE
41.72744444,-87.55119767,0,0,1,26411,23,CRIMINAL DAMAGE
41.89569203,-87.62729811,4,4,12,164,99,CRIMINAL DAMAGE
41.68159763,-87.6292627,0,0,1,1268,116,CRIMINAL DAMAGE
41.78551967,-87.73856753,0,0,1,17437,52,CRIMINAL DAMAGE
41.67127908,-87.65997438,0,0,1,28425,116,CRIMINAL DAMAGE
41.94876185,-87.75524889,0,0,1,19020,116,CRIMINAL DAMAGE
42.00734161,-87.6813552,0,0,1,8859,94,CRIMINAL DAMAGE
41.86415619,-87.62079476,19,6,11,980,116,CRIMINAL DAMAGE
